,EMPRESAS,CATALOGO_EMPRESAS,TIPO_DOCUMENTO
4376,,GASATUR AGENCIA DE VIAJES CIA. LTDA.,
4377,,GASOLINERA AMAZONAS,
4378,,GASOLINERA Y LUBRICANTES DEL SUR GASASUR S.A.,
4379,,GASOSILVA CIA.LTDA.,
4380,,GASOSILVA COMPAÑIA LIMITADA,
4381,,GASPAR PARDO ANGELINA,
4382,,GAVILANES CUEVA YADIRA PATRICIA,
4383,,GD-PLAST CIA.LTDA,
4384,,GEDEECMEDICAL CIA. LTDA.,
4385,,GEMESEG,
4386,,GEMESEG CIA. LTDA.,
4387,,GENERACION MOVIL GENEMOV CIA LTDA,
4388,,GENERALI ECUADOR COMPANIA DE SEGUROS SA,
4389,,GENERSA S.A.,
4390,,GENESIS CYBER NET,
4391,,GENESIS SALOME CAPELO RAMON,
4392,,GENESYS SISTEMAS,
4393,,GENOVA- DISTRIBUIDOR AUTORIZADO CHAIDE,
4394,,GEOCONS CIA. LTDA,
4395,,GEOLAB CIA LTDA,
4396,,GEOMETRAL,
4397,,GEOVANNY CASTILLO,
4398,,GEOVANNY DANIEL PATINO ESPINOSA,
4399,,GERARDO ORTIZ E HIJOS C LTDA,
4400,,GERENCIA GENERAL DE EDITORIAL PLANETA DEL ECUADOR,
4401,,GERENCIA REGIONAL FRONTERA SUR DEL MINISTERIO DE TURISMO,
4402,,GERENFOQUE S.A.,
4403,,GERENTE DE GRAFICAS HERNANDEZ CIA. LTDA.,
4404,,GERENTE GENERAL CONSORCIO TECNOLOGICO DE LA REGION SUR DEL ECUADOR,
4405,,GERMAN ARMANDO MAFLA MEJIA,
4406,,GESTALTHUMAN CIA . LTDA,
4407,,GESTION DE INFORMACION Y TECNOLOGIA GESTIONTEC CIA. LTDA.,
4408,,GESTION EN INFORMACION Y TECNOLOGIA GESTIONTEC CIA LTDA.,
4409,,GESTION GREEN SGAE S.A.,
4410,,GESTION TRIBUTARIA,
4411,,GESTION Y ASESORIA ESPECIALIZADA IZA & CARDENAS CICOBEX CIA. LTDA,
4412,,GESTIONES TRIBUTARIAS,
4413,,GEWIMAR CONSTRUCCIONES & CONSULTORIAS CIA LTDA,
4414,,GHL - HOTELES,
4415,,GIANCACONS CIA. LTDA.,
4416,,GICA INGENIEROS CIVILES ASOCIADOS CIA LTDA,
4417,,GILER ONOFRE JACKSON STALIN,
4418,,GIMA ASESORES TRIBUTARIOS Y ADUANEROS,
4419,,GINSBERG ECUADOR SA,
4420,,GIO AUDIO CORP - CD FACTORY,
4421,,GIOSEGURA AGENCIA ASESORA PRODUCTORA DE SEGUROS,
4422,,GIRA,
4423,,GIRON CARLOS ANDRES,
4424,,GIRON Y CHABELO TELECOMUNICACIONES DEL SUR SA,
4425,,GISSCRIS,
4426,,GIZ - COOPERACION TECNICA ALEMANA (GIZ),
4427,,GIZ - ECUADOR,
4428,,GK-INNOVA S.A.S.,
4429,,GLAXOSMITHKLINE ECUADOR S A,
4430,,GLAYAMOVILIZA S.A,
4431,,GLENDA LEONOR NARVAEZ MAZA,
4432,,GLOBAL CROSSING COMUNICACIONES ECUADOR,
4433,,GLOBAL ELECTRONIC XXI CENTURY SCC,
4434,,GLOBAL QUALITY ENGLISH,
4435,,GLOBAL TRAINING,
4436,,GLOBALPARTNERS S.A.,
4437,,GLOBALRATINGS CALIFICADORA DE RIESGOS S.A,
4438,,GLOBALTURIST S.A.,
4439,,GLOBE-ADVENTURES,
4440,,GLORIA DEL CARMEN PALACIO VALDIVIESO,
4441,,GLOVOAPP ECUADOR S.A.,
4442,,GOBAL CONTAINERS S.A. (GLOBALCONSA),
4443,,GOBERNACION DE LA PROVINCIA BOLIVAR,
4444,,GOBERNACION DE LA PROVINCIA DE LOJA,
4445,,GOBERNACION DE LA PROVINCIA DEL GUAYAS,
4446,,GOBERNACION DEL AZUAY,
4447,,GOBERNACION DEL CARCHI,
4448,,GOBERNACION PROVINCIAL DE BOLIVAR,
4449,,GOBIEMO AUTONOMO DESCENTRALIZADO MUNICIPAL DE RUMIÑAHUI,
4450,,GOBIERNO AUTONOMO DE LA JUNTA PARROQUIAL DE UTUANA,
4451,,GOBIERNO AUTONOMO DECENTRALIZADO GOBIERNO AUTONOMO DESCENTRALIZADO DE ESPEJO,
4452,,GOBIERNO AUTONOMO DECENTRALIZADO MUNICIPAL DE EL PANGUI,
4453,,GOBIERNO AUTONOMO DECENTRALIZADO PARROQUIAL RURAL DE SABANILLA,
4454,,GOBIERNO AUTONOMO DEL CANTON CHINCHIPE,
4455,,GOBIERNO AUTONOMO DESCENRALIZADO DEL CANTON MARCABELI,
4456,,GOBIERNO AUTONOMO DESCENTRALIZADO CANTON CENTINELA DEL CONDOR,
4457,,GOBIERNO AUTONOMO DESCENTRALIZADO CANTON PUYANGO,
4458,,GOBIERNO AUTONOMO DESCENTRALIZADO DE CELICA,
4459,,GOBIERNO AUTONOMO DESCENTRALIZADO DE CHINCHIPE,
4460,,GOBIERNO AUTONOMO DESCENTRALIZADO DE EL CHACO,
4461,,GOBIERNO AUTONOMO DESCENTRALIZADO DE GONZANAMA,
4462,,GOBIERNO AUTONOMO DESCENTRALIZADO DE GUAYAQUIL,
4463,,GOBIERNO AUTONOMO DESCENTRALIZADO DE GUYABENO,
4464,,GOBIERNO AUTONOMO DESCENTRALIZADO DE LOJA-FEDES,
4465,,GOBIERNO AUTONOMO DESCENTRALIZADO DE PALTAS,
4466,,GOBIERNO AUTONOMO DESCENTRALIZADO DE PASTAZA,
4467,,GOBIERNO AUTONOMO DESCENTRALIZADO DE PEDERNALES,
4468,,GOBIERNO AUTONOMO DESCENTRALIZADO DE SAN MIGUEL DE LOS BANCOS,
4469,,GOBIERNO AUTONOMO DESCENTRALIZADO DE SANTA CRUZ,
4470,,GOBIERNO AUTONOMO DESCENTRALIZADO DE SANTA ELENA,
4471,,GOBIERNO AUTONOMO DESCENTRALIZADO DE SARAGURO,
4472,,GOBIERNO AUTONOMO DESCENTRALIZADO DE SEVILLA DE ORO,
4473,,GOBIERNO AUTONOMO DESCENTRALIZADO DE YANTZAZA,
4474,,GOBIERNO AUTONOMO DESCENTRALIZADO DE ZAMORA,
4475,,GOBIERNO AUTONOMO DESCENTRALIZADO DE ZARUMA,
4476,,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON BALSAS,
4477,,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON CUMANDA,
4478,,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON EL PANGUI,
4479,,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON GUALAQUIZA,
4480,,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON HUAQUILLAS,
4481,,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON LIMON INDANZA,
4482,,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON MORONA,
4483,,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON PASAJE,
4484,,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON PORTOVELO,
4485,,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON PUYANGO,
4486,,GOBIERNO AUTÒNOMO DESCENTRALIZADO DEL CANTÒN SAQUISILÌ,
4487,,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON YANZATZA,
4488,,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,
4489,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL BAOS DE AGUA SANTA,
4490,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL CANTON CUENCA,
4491,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL CANTON ECHEANDIA,
4492,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL CANTON MARCABELI,
4493,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL CANTON ONA,
4494,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL CANTON PALTAS,
4495,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL CANTON PINDAL,
4496,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL CANTON QUILANGA,
4497,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL CANTON RUMIÑAHUI,
4498,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL CANTON SAN LORENZO,
4499,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL CANTON SAN MIGUEL DE LOS BANCOS,
4500,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL CANTON SANTA ANA,
4501,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL CANTON ZAPOTILLO,
4502,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL CANTONAL DE ZAMORA CHINCHIPE,
4503,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL CELEN_FEDES,
4504,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL CENTINELA DEL CONDOR,
4505,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL CRNEL. MARCELINO MARIDUENA,
4506,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL CUMANDA,
4507,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE AMBATO,
4508,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE APUELA,
4509,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE ARCHIDONA,
4510,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE ATAHUALPA,
4511,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE AZOGUES,
4512,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE BALSAS,
4513,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE BOLIVAR,
4514,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE CALUMA,
4515,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE CALVA_FEDES,
4516,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE CANTON ZAMORA,
4517,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE CASCALES,
4518,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE CAYAMBE,
4519,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE CELICA,
4520,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE CHAGUARPAMBA,
4521,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE CHORDELEG,
4522,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE CHUNCHI,
4523,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE CUMBARATZA_FEDES,
4524,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE CUYABENO,
4525,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE CUYABENO-FEDES,
4526,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE EL CARMEN,
4527,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE EL CHACO,
4528,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE ESPINDOLA,
4529,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE ESPINDOLA-FEDES,
4530,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE GONZANAMA,
4531,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE GUALAQUIZA,
4532,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE IBARRA,
4533,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE ISIDRO AYORA,
4534,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LA JOYA DE LOS SACHAS,
4535,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LA PARROQUIA CANGONAMA,
4536,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LA PARROQUIA CARCABON,
4537,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LA PARROQUIA CASANGA,
4538,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LA PARROQUIA CHAQUINAL,
4539,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LA PARROQUIA CORDONCILLO,
4540,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LA PARROQUIA CUMBARATZA,
4541,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LA PARROQUIA DE MINDO,
4542,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LA PARROQUIA DE SANTA RUFINA,
4543,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LA PARROQUIA EL INGENIO,
4544,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LA PARROQUIA LA TINGUE,
4545,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LA PARROQUIA LIMONES,
4546,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LA PARROQUIA PALETILLAS.,
4547,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LA PARROQUIA PUEBLO NUEVO CANTON PORTOVIEJO,
4548,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LA PARROQUIA RURAL DE BENITEZ PACHANLICA.,
4549,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LA PARROQUIA RURAL DE NUEVO QUITO,
4550,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LA PARROQUIA RURAL DE RICAURTE,
4551,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LA PARROQUIA SACAPALCA,
4552,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LA PARROQUIADE NONO.,
4553,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LA PROVINCIA DE CHIMBORAZO,
4554,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LA PROVINCIA DE ORELLANA,
4555,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LA PROVINCIA DE PICHINCHA,
4556,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LA PROVINCIA DE SUCUMBIOS,
4557,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LA PROVINCIA DEL CARCHI,
4558,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LAAVANZADA,
4559,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LAGO AGRIO,
4560,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LIMON INDANZA,
4561,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LIMONES,
4562,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LOJA,
4563,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LORETO,
4564,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE MACARA,
4565,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE MACHALA,
4566,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE MARCABELI ESCUELA EGB SANTOS EFRAIN ELIZALDE,
4567,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE MOCHA,
4568,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE MONTUFAR,
4569,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE MORONA,
4570,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE NABON,
4571,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE NAMBACOLA,
4572,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE NARANJITO,
4573,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE OLMEDO,
4574,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE OÑA,
4575,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PALLATANGA,
4576,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PALORA,
4577,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PALTAS,
4578,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PANGUA,
4579,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PAQUISHA,
4580,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PASAJE,
4581,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PIMAMPIRO,
4582,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PIÑAS,
4583,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PORTOVELO,
4584,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PORTOVIEJO,
4585,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PUCARA,
4586,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PUEBLO NUEVO,
4587,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PUYANGO,
4588,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE QUIJOS,
4589,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE QUILANGA,
4590,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SAN FERNANDO,
4591,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SAN JUAN BOSCO,
4592,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SAN MIGUEL DE LOS BANCOS,
4593,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SANTA CLARA,
4594,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SANTA CRUZ,
4595,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SANTA ELENA,
4596,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SANTA ISABEL,
4597,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SANTIAGO,
4598,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SANTO DOMINGO,
4599,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SARAGURO,
4600,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SIGSIG,
4601,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SOZORANGA,
4602,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SUMAYPAMBA,
4603,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE TULCAN.,
4604,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE TUMBACO,
4605,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE TUNDAYME,
4606,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE VILCABAMBA,
4607,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE VINCES,
4608,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE YACUAMBI_FEDES,
4609,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE YANTZAZA,
4610,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE ZAMBIZA,
4611,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE ZAMORA,
4612,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE ZAMORA CHINCHIPE,
4613,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE ZAMORA-SAN CARLO,
4614,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE ZARUMA,
4615,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON AGUARICO,
4616,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON ARCHIDONA,
4617,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON ARENILLAS,
4618,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON ATAHUALPA,
4619,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON BABAHOYO,
4620,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON BALAO,
4621,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON BALSAS,
4622,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON BALZAR,
4623,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON BAÑOS DE AGUA SANTA,
4624,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON BOLIVAR,
4625,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON BUENA FE,
4626,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CALUMA,
4627,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CALVAS,
4628,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CAMILO PONCE ENRIQUEZ,
4629,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CASCALES,
4630,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CATAMAYO,
4631,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CELICA,
4632,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CENTINELA DEL CONDOR,
4633,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CHAGUARPAMBA,
4634,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CHILLA,
4635,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CHIMBO,
4636,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CHINCHIPE,
4637,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CHONE,
4638,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CUENCA,
4639,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CUMANDA,
4640,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON DEL EMPALME,
4641,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON DURAN,
4642,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON ECHEANDIA,
4643,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON EL PAN,
4644,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON EL PANGUI,
4645,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON EL TAMBO,
4646,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON ELOY ALFARO DURAN,
4647,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON ESMERALDAS,
4648,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON GIRON,
4649,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON GONZALO PIZARRO,
4650,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON GONZANAMA,
4651,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON GUALACEO,
4652,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON GUALAQUIZA,
4653,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON GUANO,
4654,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON GUARANDA,
4655,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON GUAYAQUIL,
4656,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON HUAQUILLAS,
4657,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON JIPIJAPA,
4658,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON JOYA DE LOS SACHAS,
4659,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON LA CONCORDIA,
4660,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON LA JOYA DE LOS SACHAS,
4661,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON LA LIBERTAD,
4662,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON LA TRONCAL,
4663,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON LAGO AGRIO,
4664,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON LAS LAJAS,
4665,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON LOMAS DE SARGENTILLO,
4666,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON MANTA,
4667,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON MERA,
4668,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON MIRA,
4669,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON MOCACHE,
4670,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON MONTALVO,
4671,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON MONTUFAR,
4672,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON MORONA,
4673,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON NANGARITZA,
4674,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON OTAVALO,
4675,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PAJAN,
4676,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PALANDA,
4677,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PALTAS,
4678,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PASTAZA,
4679,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PAUTE,
4680,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PEDERNALES,
4681,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PEDRO CARBO,
4682,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PEDRO MONCAYO,
4683,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PICHINCHA,
4684,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PINDAL,
4685,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PIÑAS,
